0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
0.246361	1.99974
