0	10563.8	11062.1	10070.4	286.517	-1
10	11086	11098.1	11078.9	5.66298	-1
20	11098.7	11099.8	11098.1	0.533268	-1
30	11101	11102.2	11100.7	0.280768	-1
40	11102.8	11103.9	11102.5	0.342263	-1
50	11104.4	11105	11104.2	0.197758	-1
60	11105	11105	11105	0.0193702	-1
70	11105	11105	11105	0	-1
80	11105	11105	11105	0	-1
90	11105	11105	11105	0	-1
100	11105	11105	11105	0	-1
110	11105	11105	11105	0	-1
120	11105	11105	11105	0	-1
130	11105	11105	11105	0	-1
140	11105	11105	11105	0	-1
150	11105	11105	11105	0	-1
160	11105	11105	11105	0	-1
170	11105	11105	11105	0	-1
180	11105	11105	11105	0	-1
190	11105	11105	11105	0	-1
200	11105	11105	11105	0	-1
210	11105	11105	11105	0	-1
220	11105	11105	11105	0	-1
230	11105	11105	11105	0	-1
240	11105	11105	11105	0	-1
250	11105	11105	11105	0	-1
260	11105	11105	11105	0	-1
270	11105	11105	11105	0	-1
280	11105	11105	11105	0	-1
290	11105	11105	11105	0	-1
300	11105	11105	11105	0	-1
310	11105	11105	11105	0	-1
320	11105	11105	11105	0	-1
330	11105	11105	11105	0	-1
340	11105	11105	11105	0	-1
350	11105	11105	11105	0	-1
360	11105	11105	11105	0	-1
370	11105	11105	11105	0	-1
380	11105	11105	11105	0	-1
390	11105	11105	11105	0	-1
400	11105	11105	11105	0	-1
410	11105	11105	11105	0	-1
420	11105	11105	11105	0	-1
430	11105	11105	11105	0	-1
440	11105	11105	11105	0	-1
450	11105	11105	11105	0	-1
460	11105	11105	11105	0	-1
470	11105	11105	11105	0	-1
480	11105	11105	11105	0	-1
490	11105	11105	11105	0	-1
500	11105	11105	11105	0	-1
