0	1.6	5	0	1.27214	-1
10	5.81818	8	5	0.744174	-1
20	8	8	8	0	-1
30	8	8	8	0	-1
40	8	8	8	0	-1
50	8	8	8	0	-1
60	8	8	8	0	-1
70	8	8	8	0	-1
80	8	8	8	0	-1
90	8	8	8	0	-1
100	8	8	8	0	-1
110	8	8	8	0	-1
120	8	8	8	0	-1
130	8	8	8	0	-1
140	8	8	8	0	-1
150	8	8	8	0	-1
160	8	8	8	0	-1
170	8	8	8	0	-1
180	8	8	8	0	-1
190	8	8	8	0	-1
200	8	8	8	0	-1
210	8	8	8	0	-1
220	8	8	8	0	-1
230	8	8	8	0	-1
240	8	8	8	0	-1
250	8	8	8	0	-1
260	8	8	8	0	-1
270	8	8	8	0	-1
280	8	8	8	0	-1
290	8	8	8	0	-1
300	8	8	8	0	-1
310	8	8	8	0	-1
320	8	8	8	0	-1
330	8	8	8	0	-1
340	8	8	8	0	-1
350	8	8	8	0	-1
360	8	8	8	0	-1
370	8	8	8	0	-1
380	8	8	8	0	-1
390	8	8	8	0	-1
400	8	8	8	0	-1
410	8	8	8	0	-1
420	8	8	8	0	-1
430	8	8	8	0	-1
440	8	8	8	0	-1
450	8	8	8	0	-1
460	8	8	8	0	-1
470	8	8	8	0	-1
480	8	8	8	0	-1
490	8	8	8	0	-1
500	8	8	8	0	-1
