-1.26122	0.00248559
-0.231743	0.00657207
-0.228778	0.00887694
1.72714	0.0102981
0.705892	0.0381584
1.80442	0.0578835
1.81814	0.0902484
-1.33121	0.127381
-0.331527	0.128357
-1.34844	0.185248
-0.354094	0.206368
1.63919	0.232751
0.866408	0.255769
-0.378094	0.30677
1.90257	0.425341
1.90938	0.460885
-1.41531	0.492646
0.918796	0.511631
0.921523	0.526654
-1.06375	0.610045
-1.44851	0.682073
1.95253	0.706139
0.546389	0.712637
-1.00811	0.949062
-1.49703	0.98132
1.48475	1.0957
1.01854	1.11624
1.02301	1.14405
0.4715	1.17811
1.46049	1.24571
-1.95271	1.2928
-1.94993	1.30944
1.41967	1.48355
-0.590129	1.53651
0.0961545	1.56807
1.09687	1.57174
-0.898938	1.59317
1.38221	1.67435
-1.62812	1.72082
0.362365	1.76096
1.14102	1.7746
-0.644816	1.78945
1.33296	1.86718
1.16855	1.87189
1.17397	1.88805
0.321768	1.90004
0.185044	1.91786
-0.690808	1.93163
-1.77572	1.98697
0.263846	1.99622
