3.2549	1.99953
3.2549	1.99953
0.254902	1.99953
0.254902	1.99953
0.254902	1.99953
4.23529	1.99573
4.23529	1.99573
4.23529	1.99573
0.235294	1.99573
1.23529	1.99573
1.23529	1.99573
0.27451	1.98817
0.27451	1.98817
3.27451	1.98817
3.27451	1.98817
3.27451	1.98817
3.27451	1.98817
4.27451	1.98817
3.21569	1.97685
4.21569	1.97685
3.21569	1.97685
4.21569	1.97685
4.21569	1.97685
4.21569	1.97685
0.215686	1.97685
1.21569	1.97685
4.21569	1.97685
4.21569	1.97685
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
4.29412	1.96183
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
3.19608	1.94315
0.196078	1.94315
0.196078	1.94315
0.196078	1.94315
4.19608	1.94315
4.19608	1.94315
4.19608	1.94315
4.19608	1.94315
4.19608	1.94315
4.19608	1.94315
4.19608	1.94315
4.31373	1.92091
4.31373	1.92091
4.31373	1.92091
4.31373	1.92091
4.31373	1.92091
4.31373	1.92091
4.31373	1.92091
4.31373	1.92091
4.31373	1.92091
4.31373	1.92091
4.31373	1.92091
4.31373	1.92091
0.313726	1.92091
0.313726	1.92091
4.17647	1.89516
4.17647	1.89516
4.17647	1.89516
1.17647	1.89516
1.17647	1.89516
0.176471	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
3.17647	1.89516
3.33333	1.86603
3.33333	1.86603
3.33333	1.86603
3.33333	1.86603
4.33333	1.86602
4.33333	1.86602
4.15686	1.8336
1.15686	1.8336
4.15686	1.8336
4.15686	1.8336
1.15686	1.8336
1.15686	1.8336
4.35294	1.79802
4.35294	1.79802
4.35294	1.79802
4.35294	1.79802
4.35294	1.79802
4.35294	1.79802
4.35294	1.79802
4.35294	1.79802
4.35294	1.79802
4.35294	1.79802
0.352941	1.79802
3.35294	1.79802
3.35294	1.79802
3.13725	1.75941
3.13725	1.75941
1.13725	1.75941
1.13725	1.75941
3.13725	1.75941
1.13725	1.75941
0.137255	1.7594
4.13725	1.7594
4.13725	1.7594
0.372549	1.71791
0.372549	1.71791
3.37255	1.71791
3.37255	1.71791
4.37255	1.71791
4.37255	1.71791
3.37255	1.71791
3.37255	1.71791
4.37255	1.71791
4.37255	1.71791
3.37255	1.71791
3.37255	1.71791
3.37255	1.71791
4.37255	1.71791
4.37255	1.71791
3.37255	1.71791
4.37255	1.71791
4.11765	1.6737
4.11765	1.6737
4.11765	1.6737
4.11765	1.6737
3.11765	1.6737
3.11765	1.6737
4.11765	1.6737
4.11765	1.6737
4.11765	1.6737
1.11765	1.6737
1.11765	1.6737
1.11765	1.6737
3.39216	1.62692
3.39216	1.62692
1.09804	1.57777
1.09804	1.57777
1.09804	1.57777
4.09804	1.57777
4.09804	1.57777
4.09804	1.57777
4.09804	1.57777
3.41176	1.52643
3.41176	1.52643
3.41176	1.52643
3.41176	1.52643
4.07843	1.47309
4.07843	1.47309
4.07843	1.47309
3.07843	1.47309
0.431373	1.41796
3.43137	1.41796
4.43137	1.41796
3.05882	1.36124
3.05882	1.36124
1.05882	1.36124
3.05882	1.36124
4.45098	1.30315
0.45098	1.30315
0.0392157	1.24391
4.01961	1.12289
3.4902	1.06156
3	1
4	1
4	1
4	1
3	1
0.509804	0.938439
3.5098	0.938439
0.980392	0.877112
0.980392	0.877112
0.980392	0.877112
4.52941	0.81625
3.96078	0.756086
2.96078	0.756086
0.54902	0.696847
0.54902	0.696847
4.56863	0.58204
4.58824	0.473567
4.90196	0.422227
4.90196	0.422227
4.62745	0.282088
0.627451	0.282088
2.86275	0.240595
4.64706	0.201982
4.64706	0.201982
0.666667	0.133975
1.68627	0.0790944
3.70588	0.0381744
2.72549	0.0118346
2.72549	0.0118346
3.76471	0.00426583
2.76471	0.00426583
0.745098	0.000474277
